Epochs,Activation Function,Number of LSTM Units,Number of Hidden Layers,Dropout Rate,MSE,RMSE,MAE,R2
3800,relu,256,1,0.4,1.0066189031290502,1.003303993378403,0.8024794093843226,0.7364338823807519
3900,relu,256,1,0.4,0.9512414403914617,0.9753160720461146,0.7851631440460473,0.7509335334522554
4000,relu,256,1,0.4,0.8935283433489674,0.945266281715881,0.7592391619020449,0.7660447308239613
4100,relu,256,1,0.4,0.9851646220007328,0.9925545939648523,0.7922636499788465,0.7420513226709405
4200,relu,256,1,0.4,0.8424133136130887,0.9178307652356662,0.7491314828044048,0.7794283359774111
4300,relu,256,1,0.4,0.8223721957785523,0.9068473938753709,0.7504040613055001,0.7846757633841279
4400,relu,256,1,0.4,1.0273319914599883,1.0135738707464732,0.8114175318651788,0.7310105108760843
4500,relu,256,1,0.4,0.8436357765913112,0.9184964760908509,0.7744985157562624,0.7791082547429918
4600,relu,256,1,0.4,0.935056300524618,0.9669830921606737,0.782369145264644,0.7551713383102491
4700,relu,256,1,0.4,0.8595161995265023,0.927100965120036,0.7599361548349315,0.7749502348546613
4800,relu,256,1,0.4,0.8447328320483982,0.9190934838461201,0.7390225346556173,0.7788210093448191
4900,relu,256,1,0.4,0.9977323929621926,0.998865552996094,0.8110139214938468,0.7387606646183813
5000,relu,256,1,0.4,1.1139436146230721,1.0554352725880787,0.8413893982279935,0.7083327236948229
5500,relu,256,1,0.4,0.9936017743296949,0.9967957535672465,0.8072449656989229,0.739842197175488
6000,relu,256,1,0.4,0.8709730878710281,0.9332593893827311,0.7579293686385583,0.7719504426079855
6500,relu,256,1,0.4,0.9116304252727336,0.9547933940244526,0.7783242472267538,0.7613050071423955
7000,relu,256,1,0.4,0.850466393463549,0.9222073484111635,0.7541008938830659,0.7773197733580665
50,relu,32,2,0.4,0.7899650058970257,0.8887997557926226,0.7157207901862639,0.7931610373974342
100,relu,32,2,0.4,0.8268799025480329,0.9093293696719759,0.7378432878809882,0.7834954966824945
150,relu,32,2,0.4,0.9525911219683676,0.9760077468792794,0.7785396878283122,0.7505801421815953
200,relu,32,2,0.4,0.8071375625292109,0.8984083495433526,0.7322173781090194,0.7886646941765068
250,relu,32,2,0.4,1.0957747166888119,1.046792585323765,0.8361626958200765,0.7130899420175345
300,relu,32,2,0.4,0.9216452280547197,0.9600235559894974,0.7616177411900226,0.7586828005856087
350,relu,32,2,0.4,1.0495928169922846,1.0244963723665812,0.8264830014280017,0.7251818905885965
400,relu,32,2,0.4,0.8095112623231697,0.8997284380985019,0.7118619197411983,0.7880431810724486
450,relu,32,2,0.4,0.9699045794498107,0.9848373365433556,0.8139569361418653,0.746046906458756
500,relu,32,2,0.4,0.8661416946519042,0.9306673383394864,0.7609258567175037,0.773215461126412
550,relu,32,2,0.4,1.0034721137690004,1.0017345525482289,0.8029437017450651,0.7372578158992025
600,relu,32,2,0.4,0.7956552388814594,0.8919950890455952,0.7352609379587225,0.7916711462267099
650,relu,32,2,0.4,0.9406005667516286,0.969845640682902,0.7907593412683865,0.7537196660637233
700,relu,32,2,0.4,1.0001522030653478,1.0000760986371726,0.8006837686125793,0.7381270783105126
750,relu,32,2,0.4,0.8187038783369605,0.9048225673229865,0.7390905468903556,0.7856362502012043
800,relu,32,2,0.4,0.8751589527354278,0.9354993066461502,0.771113106607723,0.7708544447603798
850,relu,32,2,0.4,0.8784126705263,0.9372367206454835,0.7624198605265786,0.7700025138426282
900,relu,32,2,0.4,0.7917105868444895,0.8897812016695393,0.7105816686039512,0.7927039865792119
950,relu,32,2,0.4,0.8082185240964058,0.8990097463856583,0.7339323694706632,0.788381662690931
1000,relu,32,2,0.4,0.7463438620218497,0.8639119527022703,0.6923052667767939,0.8045824954105437
1100,relu,32,2,0.4,0.8406687711141902,0.9168799109557315,0.7294127852696392,0.7798851148954576
1200,relu,32,2,0.4,0.8403200166108982,0.9166897057406602,0.753872011092463,0.7799764303576938
1300,relu,32,2,0.4,0.7749110450231321,0.8802903186012738,0.6959199537779213,0.7971026621871045
1400,relu,32,2,0.4,0.9527736285665008,0.9761012388920018,0.7782707364984759,0.7505323559187302
1500,relu,32,2,0.4,1.048235220582354,1.0238335902783977,0.8014428077229949,0.7255373542242851
1600,relu,32,2,0.4,1.0068997784337708,1.003443958790809,0.8059294439490076,0.7363603399374596
1700,relu,32,2,0.4,0.9278619900254348,0.9632559317364388,0.7865444147098075,0.7570550467140182
1800,relu,32,2,0.4,1.0673143263909262,1.0331090583239149,0.8241729255989915,0.7205418133796011
1900,relu,32,2,0.4,0.9394168615398204,0.9692351941297945,0.7854903173123122,0.75402959923318
2000,relu,32,2,0.4,1.0303844842933865,1.0150785606510397,0.8326735043704315,0.7302112673066874
2100,relu,32,2,0.4,0.8137508780282288,0.902081414301519,0.7202257129985288,0.7869331094772237
2200,relu,32,2,0.4,0.9983172928070482,0.9991582921674864,0.8008088414038662,0.7386075184964225
2300,relu,32,2,0.4,0.8892117176708422,0.9429802318558126,0.7409843305204156,0.7671749661768466
2400,relu,32,2,0.4,0.8193025295558409,0.9051533182593107,0.7251046637355552,0.7854795035147693
2500,relu,32,2,0.4,0.8632772752542616,0.9291271577422875,0.7455282161814512,0.7739654608507597
2600,relu,32,2,0.4,0.9040061555270466,0.9507923829769812,0.7649042600215084,0.7633012930956059
2700,relu,32,2,0.4,0.8701795111693993,0.9328341284330238,0.7533837154318346,0.772158227231969
2800,relu,32,2,0.4,0.8234525232801893,0.9074428484925038,0.7217090270617724,0.7843928979178838
2900,relu,32,2,0.4,0.8272263387202631,0.9095198396518149,0.7575861316162986,0.7834047882359974
3000,relu,32,2,0.4,0.9106244230534752,0.9542664319012145,0.7776346983627374,0.7615684117917836
3500,relu,32,2,0.4,0.890796039352286,0.9438199189211287,0.7590900308619045,0.7667601383672951
3600,relu,32,2,0.4,0.9088713489912273,0.9533474440051892,0.7966963684174921,0.762027424555253
3700,relu,32,2,0.4,1.0521035094605085,1.0257209705668051,0.8039352212395535,0.7245245082720826
3800,relu,32,2,0.4,0.8398475653827585,0.9164319753166399,0.7331375361910085,0.7801001337131327
3900,relu,32,2,0.4,0.8859964643603464,0.9412738519476394,0.7592468763149486,0.7680168258216193
4000,relu,32,2,0.4,0.9436472315071669,0.9714150665432192,0.7844821610114942,0.7529219484778439
4100,relu,32,2,0.4,0.7753778375969395,0.8805554142681422,0.7020210322872348,0.796980440454501
4200,relu,32,2,0.4,0.892467120093475,0.944704779332398,0.7547621009698007,0.7663225941667894
4300,relu,32,2,0.4,0.9386474228026056,0.9688381819491868,0.7918955766999015,0.7542310637398402
4400,relu,32,2,0.4,1.0226422401727056,1.0112577516008001,0.8083362817728681,0.7322384428526711
4500,relu,32,2,0.4,0.8492529742787572,0.9215492250980178,0.759101216621255,0.7776374866282884
4600,relu,32,2,0.4,0.8801138816524282,0.9381438491257235,0.7603269166136178,0.7695570805109369
4700,relu,32,2,0.4,1.0235241366298404,1.0116936970396921,0.8213847935533276,0.7320075331959712
4800,relu,32,2,0.4,1.0125595395840954,1.006260174897176,0.7954275033824666,0.7348784273006055
4900,relu,32,2,0.4,0.8016166947858809,0.8953304947257638,0.7222242816200845,0.7901102399262196
5000,relu,32,2,0.4,0.9016909420935042,0.9495740845734493,0.7507517530935633,0.7639074925363692
5500,relu,32,2,0.4,0.9084828942583251,0.9531436902473441,0.7784144692310595,0.7621291348504835
6000,relu,32,2,0.4,0.8952471286843362,0.9461749989744689,0.7643829875947362,0.7655946959831135
6500,relu,32,2,0.4,0.901038263579678,0.9492303532755777,0.7611586010787076,0.7640783853552979
7000,relu,32,2,0.4,0.9417949646575342,0.9704612123405727,0.7643817599530198,0.7534069331933455
50,relu,64,2,0.4,0.8813886492354589,0.9388230127321437,0.7680206610547389,0.769223304201271
100,relu,64,2,0.4,0.8983212570689615,0.9477981098677932,0.7652016483682386,0.76478978751092
150,relu,64,2,0.4,0.7982542697761696,0.8934507651662568,0.7271588878238087,0.7909906339887995
200,relu,64,2,0.4,0.848947630670198,0.9213835415668102,0.7346433586080614,0.7777174356826898
250,relu,64,2,0.4,0.8562134968509009,0.9253180517264865,0.7335933836221699,0.77581499163516
300,relu,64,2,0.4,0.8286007627494555,0.9102751027845678,0.7224801165856873,0.7830449185730982
350,relu,64,2,0.4,0.8562153257684049,0.9253190399902106,0.7419262190623126,0.7758145127640754
400,relu,64,2,0.4,0.8829812494605722,0.9396708197345346,0.7592553781252392,0.7688063087952163
450,relu,64,2,0.4,1.0377963147012732,1.0187228841550942,0.8151600730200592,0.7282706049974593
500,relu,64,2,0.4,0.9530852750278834,0.9762608642303979,0.7882495440869072,0.7504507565690249
550,relu,64,2,0.4,0.8408927666094478,0.9170020537651199,0.7413389499419655,0.779826465467292
600,relu,64,2,0.4,0.7638106529603648,0.8739626153104976,0.7140760828112832,0.8000091119179219
650,relu,64,2,0.4,0.9128694461306619,0.955442016100748,0.7619306608005153,0.7609805905075018
700,relu,64,2,0.4,0.7964522014592181,0.8924417075973188,0.7033917911137253,0.791462475068385
750,relu,64,2,0.4,0.860955332372853,0.9278767872798915,0.7397180199775386,0.7745734222835166
800,relu,64,2,0.4,0.7786639994070526,0.8824194010826443,0.7393210603280763,0.7961200146195918
850,relu,64,2,0.4,0.9030957185376867,0.950313484350131,0.78114483266764,0.7635396756074747
900,relu,64,2,0.4,0.8227165435194562,0.90703723381097,0.7585970055957837,0.7845856017580162
950,relu,64,2,0.4,0.8548191377498182,0.924564296168643,0.7746333276969117,0.7761800809591306
1000,relu,64,2,0.4,0.8284377891700527,0.9101855795221394,0.7609220655043526,0.7830875904457049
1100,relu,64,2,0.4,0.8337392473907822,0.9130932303936888,0.7448748653243116,0.7816994933648583
1200,relu,64,2,0.4,0.8663519033454633,0.9307802658766801,0.7478422865668305,0.7731604215388591
1300,relu,64,2,0.4,0.907171460974849,0.9524554902854249,0.756960159248349,0.7624725114530567
1400,relu,64,2,0.4,0.8679396302749723,0.9316327765138861,0.7430603914536508,0.7727447021227529
1500,relu,64,2,0.4,0.8175895796938731,0.904206602328181,0.7286104215282206,0.7859280104357023
1600,relu,64,2,0.4,0.9443612731174833,0.9717825235707233,0.7945626944210059,0.752734988770983
1700,relu,64,2,0.4,0.8445254604628873,0.9189806638133837,0.7515714813838933,0.7788753060836622
1800,relu,64,2,0.4,0.8981530441663299,0.9477093669297196,0.7526225756154415,0.7648338312116116
1900,relu,64,2,0.4,0.9294391193179614,0.9640742291535239,0.7667297204255856,0.7566421021097368
2000,relu,64,2,0.4,0.8574017947006585,0.9259599314768747,0.7418187832517678,0.77550385596121
2100,relu,64,2,0.4,0.9208129144772738,0.9595899720595634,0.7700849595956571,0.7589007278047055
2200,relu,64,2,0.4,0.9090509120033773,0.9534416143652307,0.7715824002596751,0.7619804090205424
2300,relu,64,2,0.4,0.8334729675433385,0.9129474067783634,0.7365923730967693,0.7817692142347653
2400,relu,64,2,0.4,0.9406783550174083,0.969885743279799,0.7798592326544083,0.7536992985232924
2500,relu,64,2,0.4,0.811713670927687,0.9009515363923228,0.7309485757201354,0.7874665176663677
2600,relu,64,2,0.4,0.8092954532472774,0.8996084999861202,0.7267030293220531,0.7880996870253004
2700,relu,64,2,0.4,0.9108517441624754,0.954385532247045,0.7727631947088066,0.7615088916079625
2800,relu,64,2,0.4,0.8006158436072818,0.8947713918131724,0.7303517935437265,0.7903722958628189
2900,relu,64,2,0.4,0.9684601158173423,0.9841037119213311,0.7996832842664271,0.7464251148059949
3000,relu,64,2,0.4,0.8618646141111901,0.9283666377628992,0.7714000605313627,0.7743353422545696
3500,relu,64,2,0.4,0.793003862858899,0.8905076433467031,0.7037962034209603,0.7923653641501393
3600,relu,64,2,0.4,0.8680811651603819,0.9317087340796918,0.7505447033329989,0.7727076436092091
3700,relu,64,2,0.4,0.8178890670348478,0.9043721949699957,0.7453434890423022,0.7858495947458206
3800,relu,64,2,0.4,0.8983724496477385,0.9478251155396435,0.7600394464421754,0.764776383600863
3900,relu,64,2,0.4,0.7974718099312537,0.8930127714267325,0.7145471829855923,0.7911955078520623
4000,relu,64,2,0.4,0.8316815906158517,0.9119657836870042,0.7464975629513427,0.7822382559550258
4100,relu,64,2,0.4,0.846493595955305,0.9200508659608473,0.7553217295006833,0.7783599831257157
4200,relu,64,2,0.4,0.8034320317419859,0.8963437017918885,0.7231540456280943,0.7896349246781112
4300,relu,64,2,0.4,0.8751124239508133,0.9354744378927804,0.7590178642789254,0.7708666275348939
4400,relu,64,2,0.4,0.9185120585354821,0.9583903476848471,0.7758604457913142,0.7595031679793278
4500,relu,64,2,0.4,0.9245841228914484,0.9615529745632575,0.7702628713817433,0.7579133007284133
4600,relu,64,2,0.4,0.8316654272488974,0.9119569218164295,0.74009437288117,0.7822424880590153
4700,relu,64,2,0.4,0.8212183385895082,0.9062109790713795,0.7523090296464795,0.7849778813541542
4800,relu,64,2,0.4,0.8501080889387795,0.9220130633232805,0.7567710179435801,0.7774135893317436
4900,relu,64,2,0.4,0.8643781715064627,0.929719404716532,0.768652064053923,0.7736772098054114
5000,relu,64,2,0.4,0.8570130436770766,0.9257499898336897,0.7495966430659494,0.7756056438351386
5500,relu,64,2,0.4,0.8554404348546596,0.9249002296759686,0.7448896691199082,0.7760174048308539
6000,relu,64,2,0.4,0.8078481256385012,0.8988037191948536,0.7379366729791862,0.7884786452562481
6500,relu,64,2,0.4,0.9167795982237285,0.95748608252221,0.7686605333710225,0.7599567833812231
7000,relu,64,2,0.4,0.8684093097329035,0.9318848157003652,0.7559978223717235,0.7726217245084168
50,relu,128,2,0.4,0.8546851698627589,0.92449184412993,0.7383720746578191,0.7762151581822665
100,relu,128,2,0.4,0.8693294903771613,0.9323784051430842,0.7504808285171788,0.7723807907854741
150,relu,128,2,0.4,0.9097695487499237,0.9538184044931842,0.7617970626307075,0.7617922461550557
200,relu,128,2,0.4,0.7936719966995757,0.8908827064768827,0.7316367248005634,0.792190424615535
250,relu,128,2,0.4,0.8826576855892274,0.9394986352247817,0.7635029977579595,0.7688910285169571
300,relu,128,2,0.4,0.8926123668103093,0.9447816503353086,0.7821277750776527,0.7662845637730287
350,relu,128,2,0.4,0.8509558416908477,0.9224726780186217,0.7629963723489892,0.7771916196261589
400,relu,128,2,0.4,0.829523114159576,0.910781595202481,0.751132041814171,0.7828034164718657
450,relu,128,2,0.4,0.8181816317344843,0.9045339306706434,0.7310821659443264,0.7857729916323722
500,relu,128,2,0.4,0.8454062104593929,0.9194597383569293,0.7395552488564997,0.7786446966082683
550,relu,128,2,0.4,0.8516152939940782,0.9228300461049577,0.7565332573311618,0.7770189532051556
600,relu,128,2,0.4,1.102546877117944,1.0500223221998397,0.835451181649214,0.7113167664625626
650,relu,128,2,0.4,0.8148167350391663,0.9026719974825663,0.7264958680529725,0.7866540328639823
700,relu,128,2,0.4,0.8583371203076577,0.9264648510913178,0.7453395502712487,0.7752589567861792
750,relu,128,2,0.4,0.844727864384508,0.9190907813619436,0.7460122738881451,0.7788223100435057
800,relu,128,2,0.4,0.8395633146606393,0.9162768766375365,0.7414201683146814,0.7801745599523247
850,relu,128,2,0.4,0.8239579988467094,0.9077213222386645,0.7346099768230607,0.7842605476985456
900,relu,128,2,0.4,0.8155070730501124,0.9030543023817075,0.7358812690091071,0.786473279543312
950,relu,128,2,0.4,0.8095161556545057,0.899731157432322,0.7263281012134505,0.7880418998364829
1000,relu,128,2,0.4,0.9092425400901551,0.9535421018970034,0.7786016137215843,0.7619302344503035
1100,relu,128,2,0.4,0.8499664985863791,0.9219362768577767,0.744769682980133,0.77745066236838
1200,relu,128,2,0.4,0.8196603116816626,0.9053509328882711,0.7409483851714176,0.7853858243224123
1300,relu,128,2,0.4,1.0498455196063659,1.0246196951095397,0.824562334384877,0.7251157246873814
1400,relu,128,2,0.4,0.7937454518125424,0.8909239315522636,0.7166850687312556,0.7921711916378076
1500,relu,128,2,0.4,0.8454705239567293,0.9194947112173779,0.7395556044228646,0.7786278572078251
1600,relu,128,2,0.4,0.8166087934514787,0.9036640932622468,0.7248101435980375,0.7861848127084577
1700,relu,128,2,0.4,0.8412062493024,0.917172965858894,0.7461350240014124,0.7797443853314379
1800,relu,128,2,0.4,0.841768706953241,0.9174795403458548,0.7365426951122921,0.7795971153180329
1900,relu,128,2,0.4,0.9339735436015326,0.9664230665715365,0.783021775031208,0.7554548398793691
2000,relu,128,2,0.4,0.8231138422388757,0.9072562164233848,0.7276881692153035,0.7844815758146457
2100,relu,128,2,0.4,0.8664524854493716,0.9308342953766645,0.7616235047912984,0.7731340858178164
2200,relu,128,2,0.4,0.9748573050054359,0.98734862384339,0.7890234432222349,0.744750119122186
2300,relu,128,2,0.4,0.7884887195091086,0.8879688730519266,0.7144418394301713,0.7935475779944248
2400,relu,128,2,0.4,0.8142375514843384,0.9023511242772064,0.7395964863057223,0.7868056822721747
2500,relu,128,2,0.4,0.9116818200109282,0.9548203077076484,0.7650889999458721,0.7612915503003176
2600,relu,128,2,0.4,0.8389128651122068,0.915921866270375,0.7568336817287918,0.7803448691544016
2700,relu,128,2,0.4,0.8893180443655687,0.9430366081789024,0.7538258050301601,0.7671471263319547
2800,relu,128,2,0.4,0.9100196504075787,0.9539495009734943,0.770678719105885,0.7617267612702464
2900,relu,128,2,0.4,0.9102109224131564,0.9540497483953111,0.7849738238788565,0.7616766799338414
3000,relu,128,2,0.4,0.8210764734350112,0.9061327018902977,0.7405700883310382,0.7850150263430671
3500,relu,128,2,0.4,0.8683975341023713,0.9318784974997392,0.7555008325395232,0.772624807757909
3600,relu,128,2,0.4,0.7796722675084891,0.882990525152161,0.7283186831563676,0.7958560166873169
3700,relu,128,2,0.4,0.8445875134244077,0.919014425036086,0.7494030352937173,0.7788590585662513
3800,relu,128,2,0.4,0.879884511425362,0.9380215943278502,0.750883060323945,0.7696171372216317
3900,relu,128,2,0.4,0.835808894599966,0.9142258444169942,0.7318421043244542,0.781157591282481
4000,relu,128,2,0.4,0.8300086331782822,0.9110480959742369,0.7309756643152139,0.782676291536706
4100,relu,128,2,0.4,0.8174107925403453,0.9041077328174698,0.7393171950465437,0.7859748228249679
4200,relu,128,2,0.4,0.8153656902654102,0.902976018654654,0.7239451691935985,0.7865102982318607
4300,relu,128,2,0.4,0.9242443496041008,0.9613762788856925,0.767598954219285,0.7580022646113075
4400,relu,128,2,0.4,0.7895568632229366,0.888570122850716,0.7153260506446499,0.7932679026467455
4500,relu,128,2,0.4,0.8091942066588719,0.899552225642776,0.7239191146673152,0.7881261967303589
4600,relu,128,2,0.4,0.9302456720348008,0.9644924427048668,0.7891196427916357,0.7564309199358558
4700,relu,128,2,0.4,0.954799048662871,0.9771381932269718,0.7853392552401176,0.7500020339570733
4800,relu,128,2,0.4,0.8882421715864701,0.9424660055336055,0.7512832725912508,0.7674288254045211
4900,relu,128,2,0.4,0.8880986350159059,0.9423898529886163,0.7602388397167498,0.7674664080254339
5000,relu,128,2,0.4,0.9279327231519029,0.9632926466821508,0.7780081794176709,0.757036526442372
5500,relu,128,2,0.4,0.8623508807138826,0.928628494455066,0.7542476789847562,0.7742080215771998
6000,relu,128,2,0.4,0.7913696247803592,0.889589582212134,0.7221580705316551,0.7927932617231804
6500,relu,128,2,0.4,0.7865403208682542,0.8868710846950949,0.7067120780365669,0.7940577331919362
7000,relu,128,2,0.4,0.8530396154691549,0.9236014375633869,0.7555950910751781,0.7766460187408208
